PLAYER,BIRTHDAY,BIRTH STATE / COUNTRY,BIRTH CITY,NATIONALITY,POS,HEIGHT,WEIGHT,COLLEGE / TEAM,DRAFT,PICK,TEAM,REAL TEAM,
Anthony Cook,3/19/1967,California,Los Angeles,United States,F,6-9,205,Arizona,1989,24,PHX,DEN,Anthony Cook
Anthony Davis,3/11/1993,Illinois,Chicago,United States,F-C,6-10,253,Kentucky,2012,1,NOP,NOP,Anthony Davis
Anthony Edwards,8/5/2001,Georgia,Atlanta,United States,G,6-4,225,Georgia,2020,1,MIN,MIN,Anthony Edwards
Anthony Frederick,12/7/1964,California,Los Angeles,United States,F,6-7,205,Pepperdine,1986,133,DEN,DEN,Anthony Frederick
Anthony Gill,10/17/1992,North Carolina,High Point,United States,F,6-8,230,Virginia,2016,UND,,,Anthony Gill
Anthony Goldwire,9/6/1971,Florida,West Palm Beach,United States,G,6-2,182,Houston,1994,52,PHX,PHX,Anthony Goldwire
Anthony Grundy,4/15/1979,Kentucky,Louisville,United States,G,6-3,185,North Carolina St,2002,UND,,,Anthony Grundy
Anthony Johnson,10/2/1974,South Carolina,Charleston,United States,G,6-3,195,College of Charleston,1997,39,SAC,SAC,Anthony Johnson
Anthony Jones,9/13/1962,District Columbia,Washington,United States,G,6-6,195,UNLV,1986,21,WAS,WAS,Anthony Jones
Anthony Lamb,1/20/1998,New York,Rochester,United States,F,6-6,227,Vermont,2020,UND,,,Anthony Lamb
Anthony Mason,12/14/1966,Florida,Miami,United States,F,6-8,255,Tennessee St,1988,53,POR,POR,Anthony Mason
Anthony Miller,10/22/1971,Michigan,Benton Harbor,United States,F,6-9,255,Michigan St,1994,39,GSW,LAL,Anthony Miller
Anthony Morrow,9/27/1985,North Carolina,Charlotte,United States,G,6-5,210,Georgia Tech,2008,UND,,,Anthony Morrow
Anthony Parker,6/19/1975,Illinois,Naperville,United States,G,6-6,210,Bradley,1997,21,BKN,PHI,Anthony Parker
Anthony Peeler,11/25/1969,Missouri,Kansas City,United States,G,6-4,208,Missouri,1992,15,LAL,LAL,Anthony Peeler
Anthony Pullard,6/23/1966,Louisiana,DeQuincy,United States,F,6-10,245,McNeese St,1990,UND,,,Anthony Pullard
Anthony Randolph,7/15/1989,Germany,Worzbach,United States,F,6-11,225,LSU,2008,14,GSW,GSW,Anthony Randolph
Anthony Roberson,2/14/1983,Michigan,Saginaw,United States,G,6-2,180,Florida,2005,UND,,,Anthony Roberson
Anthony Roberts,4/15/1955,Tennessee,Chattanooga,United States,F,6-5,185,Oral Roberts,1977,21,DEN,DEN,Anthony Roberts
Anthony Taylor,11/30/1965,California,Los Angeles,United States,G,6-4,175,Oregon,1988,44,ATL,ATL,Anthony Taylor
Anthony Tolliver,6/1/1985,Missouri,Springfield,United States,F,6-8,240,Creighton,2007,UND,,,Anthony Tolliver
Anthony Tucker,4/4/1969,District Columbia,Washington,United States,F,6-8,220,Wake Forest,1992,UND,,,Anthony Tucker
Antoine Carr,7/23/1961,Oklahoma,Oklahoma City,United States,F,6-9,270,Wichita St,1983,8,DET,ATL,Antoine Carr
Antoine Rigaudeau,12/17/1971,France,Cholet,France,G,6-7,210,Cholet,1993,UND,,,Antoine Rigaudeau
Antoine Walker,8/12/1976,Illinois,Chicago,United States,F,6-9,245,Kentucky,1996,6,BOS,BOS,Antoine Walker
Antoine Wright,2/6/1984,California,West Covina,United States,F-G,6-7,215,Texas A&M,2005,15,BKN,BKN,Antoine Wright
Anton Watson,10/6/2000,Idaho,Coeur d'Alene,United States,F,6-8,237,Gonzaga,2024,54,BOS,BOS,Anton Watson
Antonio Anderson,6/5/1985,Massachussetts,Lynn,United States,G,6-6,215,Memphis,2009,UND,,,Antonio Anderson
Antonio Blakeney,10/4/1996,New York,Watertown,United States,G,6-4,192,LSU,2017,UND,,,Antonio Blakeney
Antonio Burks,2/5/1980,Tennessee,Memphis,United States,G,6-0,195,Memphis,2004,36,ORL,MEM,Antonio Burks
Antonio Daniels,3/19/1975,Ohio,Columbus,United States,G,6-4,205,Bowling Green,1997,4,MEM,MEM,Antonio Daniels
Antonio Davis,10/31/1968,California,Oakland,United States,F-C,6-9,245,Texas-El Paso,1990,45,IND,IND,Antonio Davis
Antonio Harvey,7/6/1970,Mississippi,Pascagoula,United States,F-C,6-11,250,Pfeiffer,1993,UND,,,Antonio Harvey
Antonio Lang,5/15/1972,Alabama,Mobile,United States,F,6-8,230,Duke,1994,29,PHX,PHX,Antonio Lang
Antonio McDyess,9/7/1974,Mississippi,Quitman,United States,F-C,6-9,245,Alabama,1995,2,LAC,DEN,Antonio McDyess
Antonio Reeves,11/20/2000,Illinois,Chicago,United States,G,6-5,245,Kentucky,2024,47,ORL,NOP,Antonio Reeves
Antonis Fotsis,4/1/1981,Greece,Athens,Greece,F,6-10,219,Panathinaikos,2001,47,MEM,MEM,Antonis Fotsis
Antonius Cleveland,2/2/1994,Tennessee,Memphis,United States,G,6-5,195,SE Missouri,2017,UND,,,Antonius Cleveland
Anzejs Pasecniks,12/20/1995,Latvia,Riga,Latvia,C-F,7-2,229,Gran Canaria,2017,25,ORL,PHI,Anzejs Pasecniks
Archie Clark,7/15/1941,Arkansas,Conway,United States,G,6-2,175,Minnesota,1966,37,LAL,LAL,Archie Clark
Archie Dees,2/22/1936,Mississippi,Ethel,United States,F,6-8,205,Indiana,1958,2,SAC,SAC,Archie Dees
Archie Goodwin,8/17/1994,Arkansas,Little Rock,United States,G,6-5,205,Kentucky,2013,29,OKC,PHX,Archie Goodwin
Ariel Hukporti,4/12/2002,Germany,Stralsund,Germany,C,6-11,240,Ludwigsburg,2024,58,DAL,NYK,Ariel Hukporti
Ariel Maughan,4/26/1923,Utah,Salt Lake City,United States,F,6-4,190,Utah St,,,,,Ariel Maughan
Arinze Onuaku,7/13/1987,Maryland,Lanham,United States,F-C,6-9,275,Syracuse,2010,UND,,,Arinze Onuaku
Armand Cure,8/1/1919,Massachussetts,New Bedford,United States,F,6-0,198,Rhode Island,,,,,Armand Cure
Armel Traore,1/23/2003,France,Creteil,France,F,6-8,215,Blois,2024,ND,,,Armel Traore
Armen Gilliam,5/28/1964,Pennsylvania,Pittsburgh,United States,F,6-9,260,UNLV,1987,2,PHX,PHX,Armen Gilliam
Armon Johnson,2/23/1989,Illinois,Chicago,United States,G,6-3,195,Nevada,2010,34,POR,POR,Armon Johnson
Armond Hill,3/31/1953,New York,New York City,United States,G,6-4,190,Princeton,1976,9,ATL,ATL,Armond Hill
Armoni Brooks,6/5/1998,Texas,Waco,United States,G,6-3,195,Houston,2019,UND,,,Armoni Brooks
Arnett Moultrie,11/18/1990,New York,New York City,United States,F,6-10,240,Mississippi St,2012,27,MIA,PHI,Arnett Moultrie
Arnie Ferrin,7/29/1925,Utah,Salt Lake City,United States,F,6-4,180,Utah,1948,33,LAL,LAL,Arnie Ferrin
Arnie Johnson,5/16/1920,Minnesota,Gonvick,United States,F,6-5,236,Bemidji St,1947,UND,,,Arnie Johnson
Arnie Risen,10/9/1924,Kentucky,Williamstown,United States,C,6-9,200,Ohio St,,,,,Arnie Risen
Arnoldas Kulboka,1/4/1998,Lithuania,Marijampoles,Lithuania,F,6-10,209,Brose Bamberg,2018,55,CHA,CHA,Arnoldas Kulboka
Aron Baynes,12/9/1986,New Zealand,Gisborne,Australia,C-F,6-10,260,Washington St,2009,UND,,,Aron Baynes
Arron Afflalo,10/15/1985,California,Los Angeles,United States,G,6-5,210,UCLA,2007,27,DET,DET,Arron Afflalo
Art Burris,4/7/1924,Tennessee,Nashville,United States,F,6-5,220,Tennessee,1950,32,DET,DET,Art Burris
Art Collins,4/14/1954,Georgia,Sandersville,United States,G,6-4,185,St. Thomas (FL),1976,103,BOS,BOS,Art Collins
Art Harris,1/13/1947,California,Los Angeles,United States,G,6-4,185,Stanford,1968,16,OKC,OKC,Art Harris
Art Heyman,6/24/1941,New York,New York City,United States,G,6-5,205,Duke,1963,1,NYK,NYK,Art Heyman
Art Hillhouse,6/12/1916,New Jersey,Rutherford,United States,C,6-7,220,Long Island-Brooklyn,,,,,Art Hillhouse
Art Long,10/1/1972,New York,Rochester,United States,F,6-9,250,Cincinnati,1996,UND,,,Art Long
Art Spector,10/17/1920,Pennsylvania,Philadelphia,United States,F,6-4,200,Villanova,,,,,Art Spector
Art Spoelstra,9/11/1932,Michigan,Grand Rapids,United States,C,6-9,220,Western Kentucky,1954,34,SAC,SAC,Art Spoelstra
Art Stolkey,10/23/1920,Arizona,Scottsdale,United States,G,6-1,180,Detroit,,,,,Art Stolkey
Art Williams,9/29/1939,Texas,Bonham,United States,G,6-1,180,UC-Poly Pomona,1962,UND,,,Art Williams
Artis Gilmore,9/21/1949,Florida,Chipley,United States,C,7-2,240,Jacksonville,1971,117,CHI,CHI,Artis Gilmore
Arvid Kramer,10/2/1956,Minnesota,Fulda,United States,C,6-9,220,Augustana (SD),1979,45,UTA,UTA,Arvid Kramer
Arvydas Macijauskas,1/19/1980,Lithuania,Klaipeda,Lithuania,G,6-4,214,Rytas,2002,UND,,,Arvydas Macijauskas
Arvydas Sabonis,12/19/1964,Lithuania,Kaunas,Lithuania,C,7-3,292,Zalgiris,1986,24,POR,POR,Arvydas Sabonis
Asa Newell,10/5/2005,Georgia,Atlanta,United States,F,6-10,220,Georgia,2025,23,NOP,ATL,Asa Newell
Ashraf Amaya,11/23/1971,Illinois,Oak Park,United States,F,6-7,250,Southern Illinois,1993,UND,,,Ashraf Amaya
Ashton Hagans,7/8/1999,Georgia,Cartersville,United States,G-F,6-3,190,Kentucky,2020,UND,,,Ashton Hagans
Askia Jones,12/3/1971,Pennsylvania,Philadelphia,Venezuela,F,6-5,200,Kansas St,1994,UND,,,Askia Jones
Aubrey Davis,3/28/1921,Oklahoma,Apache,United States,G,6-2,175,Oklahoma Baptist,,,,,Aubrey Davis
Aud Brindley,12/31/1923,New York,Mineola,United States,F,6-4,175,Dartmouth,,,,,Aud Brindley
Audie Norris,12/18/1960,Mississippi,Jackson,United States,C,6-9,230,Jackson St,1982,37,POR,POR,Audie Norris
Ausar Thompson,1/30/2003,California,San Leandro,United States,G-F,6-6,205,Overtime Elite,2023,5,DET,DET,Ausar Thompson
Austin Carr,3/10/1948,District Columbia,Washington,United States,G,6-4,200,Notre Dame,1971,1,CLE,CLE,Austin Carr
Austin Croshere,5/1/1975,California,Los Angeles,United States,F,6-10,235,Providence,1997,12,IND,IND,Austin Croshere
Austin Daye,6/5/1988,California,Irvine,United States,F,6-11,220,Gonzaga,2009,15,DET,DET,Austin Daye
Austin Reaves,5/29/1998,Arkansas,Newark,United States,G,6-5,197,Oklahoma,2021,UND,,,Austin Reaves
Austin Rivers,8/1/1992,California,Santa Monica,United States,G,6-4,200,Duke,2012,10,NOP,NOP,Austin Rivers
Avery Bradley,11/26/1990,Washington,Tacoma,United States,G,6-3,180,Texas,2010,19,BOS,BOS,Avery Bradley
Avery Johnson,3/25/1965,Louisiana,New Orleans,United States,G,5-11,185,Southern,1988,UND,,,Avery Johnson
Awvee Storey,4/18/1977,Illinois,Chicago,United States,F-G,6-6,225,Arizona St,2002,UND,,,Awvee Storey
Axel Toupane,7/23/1992,France,Mulhouse,France,G-F,6-7,210,Strasbourg,2014,UND,,,Axel Toupane
Ayo Dosunmu,1/17/2000,Illinois,Chicago,United States,G,6-5,200,Illinois,2021,38,CHI,CHI,Ayo Dosunmu
B.J. Tyler,4/30/1971,Texas,Galveston,United States,G,6-1,185,Texas,1994,20,PHI,PHI,B.J. Tyler
Bailey Howell,1/20/1937,Tennessee,Middleton,United States,F,6-7,210,Mississippi St,1959,2,DET,DET,Bailey Howell
Bam Adebayo,7/18/1997,New Jersey,Newark,United States,C-F,6-9,255,Kentucky,2017,14,MIA,MIA,Bam Adebayo
Barney Cable,7/29/1935,Pennsylvania,Rochester,United States,F,6-7,175,Bradley,1958,10,DET,DET,Barney Cable
Baron Davis,4/13/1979,California,Los Angeles,United States,G,6-3,212,UCLA,1999,3,CHA,CHA,Baron Davis
Barry Clemens,5/1/1943,Ohio,Dayton,United States,F,6-6,210,Ohio Wesleyan,1965,19,NYK,NYK,Barry Clemens
Barry Kramer,11/10/1942,New York,Schenectady,United States,F,6-4,200,New York University,1964,6,GSW,GSW,Barry Kramer
Barry Nelson,9/19/1949,Pennsylvania,Fox Chapel,United States,C,6-10,230,Duquesne,1971,85,MIL,MIL,Barry Nelson
Barry Orms,5/1/1946,Missouri,St. Louis,United States,G,6-3,190,St. Louis,1968,96,WAS,WAS,Barry Orms
Barry Stevens,1/17/1963,Michigan,Flint,United States,G,6-5,195,Iowa St,1985,43,DEN,DEN,Barry Stevens
Barry Sumpter,11/11/1965,Illinois,Brooklyn,United States,F,6-11,215,Austin Peay,1988,56,SAS,SAS,Barry Sumpter
Barry Yates,1/30/1946,Iowa,Randolph,United States,F,6-7,215,Maryland,1971,131,PHI,PHI,Barry Yates
Bart Kofoed,3/24/1964,Nebraska,Omaha,United States,F,6-4,210,Nebraska-Kearney,1987,107,UTA,UTA,Bart Kofoed
Bato Govedarica,4/17/1928,Illinois,Chicago,United States,G,5-11,185,DePaul,1951,25,PHI,PHI,Bato Govedarica
Bayard Forrest,7/8/1954,California,San Jose,United States,C,6-10,235,Grand Canyon,1976,19,OKC,PHX,Bayard Forrest
Baylor Scheierman,9/26/2000,Nebraska,Hastings,United States,G,6-6,195,Creighton,2024,30,BOS,BOS,Baylor Scheierman
Belus Smawley,3/20/1918,North Carolina,Golden Valley,United States,G,6-1,195,Appalachian St,,,,,Belus Smawley
Ben Bentil,3/29/1995,Ghana,Takoradi,Ghana,F,6-9,235,Providence,2016,51,BOS,BOS,Ben Bentil
Ben Clyde,6/10/1951,Georgia,Albany,United States,F,6-7,198,Florida St,1974,89,BOS,BOS,Ben Clyde
Ben Coleman,11/14/1961,Minnesota,Minneapolis,United States,F,6-9,235,Maryland,1984,37,CHI,POR,Ben Coleman
Ben Davis,12/26/1972,Florida,Vero Beach,United States,F,6-9,245,Arizona,1996,43,PHX,PHX,Ben Davis
Ben Gillery,9/19/1965,Michigan,Detroit,United States,C,7-0,235,Georgetown,1988,UND,,,Ben Gillery
Ben Goldfaden,9/6/1913,New Jersey,Newark,United States,F,6-1,185,George Washington,,,,,Ben Goldfaden
Ben Gordon,4/4/1983,Great Britain,London,Great Britain,G,6-3,205,Connecticut,2004,3,CHI,CHI,Ben Gordon
Ben Handlogten,11/16/1973,Michigan,Grand Rapids,United States,C,6-10,240,Western Michigan,1996,UND,,,Ben Handlogten
Ben Hansbrough,12/23/1987,Missouri,Poplar Bluff,United States,G,6-3,203,Notre Dame,2011,UND,,,Ben Hansbrough
Ben Kelso,4/11/1949,Michigan,Detroit,United States,G,6-3,195,Central Michigan,1972,117,DET,DET,Ben Kelso
Ben McDonald,7/20/1962,California,Torrance,United States,F,6-8,210,UC-Irvine,1984,50,CLE,CLE,Ben McDonald
Ben McLemore,2/11/1993,Missouri,St. Louis,United States,G,6-3,195,Kansas,2013,7,SAC,SAC,Ben McLemore
Ben Moore,5/13/1995,Illinois,Bolingbrook,United States,F,6-8,220,Southern Methodist,2017,UND,,,Ben Moore
Ben Poquette,5/7/1955,Michigan,Ann Arbor,United States,F,6-9,235,Central Michigan,1977,36,DET,DET,Ben Poquette
Ben Saraf,4/14/2006,South Africa,Johannesburg,Israel,G,6-6,200,Ulm,2025,26,BKN,BKN,Ben Saraf
Ben Schadler,3/9/1924,Michigan,Benton Harbor,United States,F,6-0,185,Northwestern,1947,18,CHS,CHS,Ben Schadler
Ben Scharnus,12/11/1917,New Jersey,Newark,United States,F,6-2,173,Seton Hall,,,,,Ben Scharnus
Ben Sheppard,7/16/2001,Georgia,Atlanta,United States,G,6-6,190,Belmont,2023,26,IND,IND,Ben Sheppard
Ben Simmons,7/20/1996,Australia,Melbourne,Australia,G-F,6-10,240,LSU,2016,1,PHI,PHI,Ben Simmons
Ben Swain,12/16/1933,Alabama,Talladega,United States,F,6-8,220,Texas Southern,1958,7,BOS,BOS,Ben Swain
Ben Uzoh,3/18/1988,Texas,Houston,Nigeria,G,6-3,205,Tulsa,2010,UND,,,Ben Uzoh
Ben Wallace,9/10/1974,Alabama,White Hall,United States,F-C,6-9,240,Virginia Union,1996,UND,,,Ben Wallace
Ben Warley,9/4/1936,District Columbia,Washington,United States,F,6-5,200,Tennessee St,1961,6,PHI,PHI,Ben Warley
Bennedict Mathurin,6/19/2002,Canada,Montreal,Canada,G-F,6-5,210,Arizona,2022,6,IND,IND,Bennedict Mathurin
Beno Udrih,7/5/1982,Slovenia,Celje,Slovenia,G,6-3,205,Olimpia Milano,2004,28,SAS,SAS,Beno Udrih
Benoit Benjamin,11/22/1964,Louisiana,Monroe,United States,C,7-0,265,Creighton,1985,3,LAC,LAC,Benoit Benjamin
Bernard James,2/7/1985,Georgia,Savannah,United States,C,6-10,235,Florida St,2012,33,CLE,DAL,Bernard James
Bernard King,12/4/1956,New York,New York City,United States,F,6-7,205,Tennessee,1977,7,BKN,BKN,Bernard King
Bernard Robinson,12/26/1980,District Columbia,Washington,United States,G-F,6-6,210,Michigan,2004,45,CHA,CHA,Bernard Robinson
Bernard Thompson,8/30/1962,Arizona,Phoenix,United States,G,6-6,210,Fresno St,1984,19,POR,POR,Bernard Thompson
Bernard Toone,7/14/1956,New York,Yonkers,United States,F,6-9,210,Marquette,1979,37,PHI,PHI,Bernard Toone
Bernie Fryer,12/25/1949,Washington,Bellingham,United States,G,6-3,185,Brigham Young,1972,109,PHX,PHX,Bernie Fryer
Bernie Harris,11/26/1950,Virginia,Roanoke,United States,F,6-10,200,VCU,1974,63,LAC,LAC,Bernie Harris
Bernie Williams,12/30/1945,District Columbia,Washington,United States,G,6-3,175,La Salle,1969,21,HOU,HOU,Bernie Williams
Bertram Cook,4/26/1929,Kentucky,Hooper,United States,G,6-3,185,Utah St,1952,16,NYK,NYK,Bertram Cook
Bevo Nordmann,12/11/1939,Missouri,St. Louis,United States,C,6-10,225,St. Louis,1961,25,SAC,SAC,Bevo Nordmann
Bilal Coulibaly,7/26/2004,France,Saint-Cloud,France,G,6-8,195,Metropolitans 92,2023,7,IND,WAS,Bilal Coulibaly
Bill Bolger,8/21/1931,New York,New York City,United States,F,6-5,205,Georgetown,1953,28,ATL,BAL,Bill Bolger
Bill Bradley,7/28/1943,Missouri,Crystal City,United States,F,6-5,205,Princeton,1965,T,NYK,NYK,Bill Bradley
Bill Bridges,4/4/1939,New Mexico,Hobbs,United States,F,6-5,228,Kansas,1961,32,CHI,ATL,Bill Bridges
Bill Buntin,5/5/1942,Michigan,Detroit,United States,C,6-7,250,Michigan,1965,T,DET,DET,Bill Buntin
Bill Calhoun,11/4/1927,California,San Francisco,United States,F,6-3,180,CC of San Francisco,1947,UND,,,Bill Calhoun
Bill Cartwright,7/30/1957,California,Lodi,United States,C,7-1,245,San Francisco,1979,3,NYK,NYK,Bill Cartwright
Bill Chamberlain,12/16/1949,New York,Brookville,United States,F,6-6,188,North Carolina,1972,43,GSW,PHX,Bill Chamberlain
Bill Closs,1/8/1922,Texas,Edge,United States,F,6-6,195,Rice,1949,UND,,,Bill Closs
Bill Curley,5/29/1972,Massachussetts,Boston,United States,F,6-9,245,Boston College,1994,22,SAS,DET,Bill Curley
Bill Davis,10/3/1921,Wisconsin,Milwaukee,United States,F,6-3,215,Notre Dame,,,,,Bill Davis
Bill Dinwiddie,7/15/1943,Indiana,Muncie,United States,F,6-7,220,New Mexico Highlands,1966,UND,,,Bill Dinwiddie
Bill Downey,11/11/1923,Wisconsin,Milwaukee,United States,C,6-6,210,Marquette,1947,UND,,,Bill Downey
Bill Ebben,10/7/1935,Illinois,Oak Park,United States,G,6-4,190,Detroit,1957,18,DET,DET,Bill Ebben
Bill Edwards,9/22/1971,Ohio,Middletown,United States,F,6-8,215,Wright St,1993,UND,,,Bill Edwards
Bill Gabor,5/13/1922,New York,Binghamton,United States,G,5-11,170,Syracuse,1948,22,SAC,SAC,Bill Gabor
Bill Garnett,4/22/1960,Missouri,Kansas City,United States,F,6-9,225,Wyoming,1982,4,DAL,DAL,Bill Garnett
Bill Hanzlik,12/6/1957,Ohio,Middletown,United States,F,6-7,185,Notre Dame,1980,20,OKC,OKC,Bill Hanzlik
Bill Henry,12/27/1924,Texas,Dallas,United States,C,6-9,215,Rice,1947,UND,,,Bill Henry
Bill Herman,5/17/1924,Ohio,Dover,United States,G,6-3,170,Mount Union,1949,UND,,,Bill Herman
Bill Hewitt,8/8/1944,Massachussetts,Cambridge,United States,F,6-7,210,USC,1968,11,LAL,LAL,Bill Hewitt
Bill Hosket,12/20/1946,Ohio,Dayton,United States,F,6-7,225,Ohio St,1968,10,NYK,NYK,Bill Hosket
Bill Jones,3/18/1966,Michigan,Detroit,United States,F,6-7,175,Iowa,1988,UND,,,Bill Jones
Bill Laimbeer,5/19/1957,Massachussetts,Boston,United States,C,6-11,245,Notre Dame,1979,65,CLE,CLE,Bill Laimbeer
Bill Ligon,5/29/1952,Tennessee,Nashville,United States,G,6-4,180,Vanderbilt,1974,175,DET,DET,Bill Ligon
Bill Martin,8/16/1962,District Columbia,Washington,United States,F,6-7,205,Georgetown,1985,26,IND,IND,Bill Martin
Bill Mayfield,10/17/1957,Michigan,Detroit,United States,F,6-7,205,Iowa,1979,UND,,,Bill Mayfield
Bill McGill,9/16/1939,Texas,San Angelo,United States,C,6-9,225,Utah,1962,1,CHI,CHI,Bill McGill
Bill Melchionni,10/19/1944,Pennsylvania,Philadelphia,United States,G,6-1,165,Villanova,1966,19,PHI,PHI,Bill Melchionni
Bill Miller,11/24/1924,Kentucky,Brea,United States,,,,North Carolina,1948,UND,,,Bill Miller
Bill Mlkvy,1/19/1931,Pennsylvania,Palmerton,United States,F,6-4,190,Temple,1952,4,GSW,GSW,Bill Mlkvy
Bill Roberts,3/13/1925,Indiana,Fort Wayne,United States,,,,Wyoming,1947,UND,,,Bill Roberts
Bill Robinzine,1/20/1953,Illinois,Chicago,United States,F,6-7,230,DePaul,1975,10,SAC,SAC,Bill Robinzine
Bill Russell,2/12/1934,Louisiana,Monroe,United States,C,6-10,215,San Francisco,1956,2,ATL,BOS,Bill Russell
Bill Sharman,5/25/1926,Texas,Abilene,United States,G,6-1,175,USC,1950,17,WSC,WSC,Bill Sharman
Bill Smith,4/26/1939,New Jersey,Jersey City,United States,GF,6-5,190,Saint Peter's,1961,42,NYK,NYK,Bill Smith
Bill Stricker,1/22/1948,California,Quincy,United States,F,6-8,210,Pacific,1970,54,WAS,WAS,Bill Stricker
Bill Thieben,3/28/1935,New York,Patchogue,United States,F,6-6,215,Hofstra,1956,22,DET,DET,Bill Thieben
Bill Tosheff,6/2/1926,Indiana,Gary,United States,G,6-1,175,Indiana,1951,33,INO,INO,Bill Tosheff
Bill Turner,2/18/1944,Ohio,Cleveland,United States,F,6-7,220,Akron,1967,27,GSW,GSW,Bill Turner
Bill Walton,11/5/1952,California,La Mesa,United States,C,6-11,210,UCLA,1974,1,POR,POR,Bill Walton
Bill Wennington,12/26/1963,Canada,Montreal,Canada,C,7-0,277,St. John's,1985,16,DAL,DAL,Bill Wennington
Bill Willoughby,5/20/1957,New Jersey,Englewood,United States,F,6-8,205,Dwight Morrow HS (NJ),1975,19,ATL,ATL,Bill Willoughby
Bill Zopf,6/7/1948,Pennsylvania,Monaca,United States,G,6-1,170,Duquesne,1970,33,MIL,MIL,Bill Zopf
Billy Cunningham,6/3/1943,New York,New York City,United States,F,6-6,210,North Carolina,1965,5,PHI,PHI,Billy Cunningham
Billy Donovan,5/30/1965,New York,Rockville Centre,United States,G,5-11,171,Providence,1987,68,UTA,UTA,Billy Donovan
Billy Garrett,10/16/1994,Illinois,Chicago,United States,G-F,6-6,215,DePaul,2017,UND,,,Billy Garrett
Billy Hassett,10/21/1921,New York,New York City,United States,G,5-10,180,Notre Dame,1947,UND,,,Billy Hassett
Billy Kenville,12/1/1930,New York,Elmhurst,United States,G,6-2,187,St. Bonaventure,1953,23,PHI,PHI,Billy Kenville
Billy Knight,6/9/1952,Pennsylvania,Braddock,United States,F,6-6,195,Pittsburgh,1974,21,LAL,LAL,Billy Knight
Billy McKinney,6/5/1955,Illinois,Waukegan,United States,G,6-0,160,Northwestern,1977,115,PHX,PHX,Billy McKinney
Billy Owens,5/1/1969,Pennsylvania,Carlisle,United States,F-G,6-9,225,Syracuse,1991,3,SAC,GSW,Billy Owens
Billy Paultz,7/30/1948,New Jersey,River Edge,United States,C,6-11,235,St. John's,1970,103,HOU,HOU,Billy Paultz
Billy Ray Bates,5/31/1956,Mississippi,Kosciusko,United States,G,6-4,210,Kentucky St,1978,47,HOU,HOU,Billy Ray Bates
Billy Reid,9/10/1957,New York,New York City,United States,G,6-5,190,San Francisco,1979,98,IND,IND,Billy Reid
Billy Thomas,12/23/1975,Louisiana,Shreveport,United States,G,6-5,220,Kansas,1998,UND,,,Billy Thomas
Billy Thompson,12/1/1963,New Jersey,Camden,United States,F,6-7,195,Louisville,1986,19,ATL,LAL,Billy Thompson
Bimbo Coles,4/22/1968,Virginia,Covington,United States,G,6-2,182,Virginia Tech,1990,40,SAC,MIA,Bimbo Coles
Bingo Smith,2/26/1946,Tennessee,Memphis,United States,F,6-5,195,Tulsa,1969,6,HOU,HOU,Bingo Smith
Bird Averitt,7/22/1952,Kentucky,Hopkinsville,United States,G,6-2,170,Pepperdine,1973,55,POR,POR,Bird Averitt
Bismack Biyombo,8/28/1992,DR Congo,Lubumbashi,DR Congo,C,6-8,255,Fuenlabrada,2011,7,SAC,CHA,Bismack Biyombo
Bison Dele,4/6/1969,California,Fresno,United States,C-F,6-11,260,Arizona,1991,10,ORL,ORL,Bison Dele
BJ Armstrong,9/9/1967,Michigan,Detroit,United States,G,6-2,185,Iowa,1989,18,CHI,CHI,BJ Armstrong
BJ Boston,11/28/2001,Georgia,Norcross,United States,G,6-6,188,Kentucky,2021,51,MEM,LAC,BJ Boston
BJ Johnson,12/21/1995,Pennsylvania,Philadelphia,United States,F,6-7,200,La Salle,2018,UND,,,BJ Johnson
BJ Mullens,2/14/1989,Ohio,Canal Winchester,Great Britain,C,7-0,275,Ohio St,2009,24,DAL,OKC,BJ Mullens
